Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
7,onehand,physical,lower,1,,,,
7,onehand,physical,lower,2,,,,
7,onehand,physical,lower,3,,,,
7,onehand,physical,lower,4,,,,
7,onehand,physical,lower,5,,,,
7,onehand,physical,lower,6,,,,
7,onehand,physical,lower,7,,,,
7,onehand,physical,lower,8,,,,
7,onehand,physical,lower,9,,,,
7,onehand,physical,lower,10,,,,
7,onehand,physical,lower,11,,,,
7,onehand,physical,lower,12,,,,
7,onehand,physical,lower,13,,,,
7,onehand,physical,lower,14,,,,
7,onehand,physical,lower,15,,,,
7,onehand,physical,lower,16,,,,
7,onehand,physical,lower,17,,,,
7,onehand,physical,lower,18,,,,
7,onehand,physical,lower,19,,,,
7,onehand,physical,lower,20,,,,
7,onehand,physical,lower,21,,,,
7,onehand,physical,lower,22,,,,
7,onehand,physical,lower,23,,,,
7,onehand,physical,lower,24,,,,
7,onehand,physical,lower,25,,,,
7,onehand,physical,lower,26,,,,
7,onehand,physical,lower,27,,,,
7,onehand,physical,lower,28,,,,
7,onehand,physical,lower,29,,,,
7,onehand,physical,lower,30,,,,
7,onehand,physical,lower,31,,,,
7,onehand,physical,lower,32,,,,
7,onehand,physical,lower,33,,,,
7,onehand,physical,lower,34,,,,
7,onehand,physical,lower,35,,,,
7,onehand,physical,lower,36,,,,
7,onehand,physical,lower,37,,,,
7,onehand,physical,lower,38,,,,
7,onehand,physical,lower,39,,,,
7,onehand,physical,lower,40,,,,
7,onehand,physical,lower,41,,,,
7,onehand,physical,lower,42,,,,
7,onehand,physical,lower,43,,,,
7,onehand,physical,lower,44,,,,
7,onehand,physical,lower,45,,,,
7,onehand,physical,lower,46,,,,
7,onehand,physical,lower,47,,,,
7,onehand,physical,lower,48,,,,
7,onehand,physical,lower,49,,,,
7,onehand,physical,lower,50,,,,
7,twohand,physical,upper,1,,,,
7,twohand,physical,upper,2,,,,
7,twohand,physical,upper,3,,,,
7,twohand,physical,upper,4,,,,
7,twohand,physical,upper,5,,,,
7,twohand,physical,upper,6,,,,
7,twohand,physical,upper,7,,,,
7,twohand,physical,upper,8,,,,
7,twohand,physical,upper,9,,,,
7,twohand,physical,upper,10,,,,
7,twohand,physical,upper,11,,,,
