pid,trial,physicalSize,visualSize,congruent
11,0,40,100.0,1
11,1,100,150.0,1
11,2,100,125.0,1
11,3,20,50.0,1
11,4,20,100.0,1
11,5,60,87.5,0
11,6,100,200.0,1
11,7,100,75.0,0
11,8,100,125.0,1
11,9,20,200.0,0
11,10,80,100.0,1
11,11,60,67.5,0
11,12,120,87.5,0
11,13,80,150.0,1
11,14,100,100.0,0
11,15,60,50.0,0
11,16,120,175.0,1
11,17,20,200.0,0
11,18,60,67.5,0
11,19,60,100.0,1
11,20,100,200.0,1
11,21,80,125.0,1
11,22,80,100.0,1
11,23,20,100.0,1
11,24,40,100.0,1
11,25,120,67.5,0
11,26,80,87.5,0
11,27,20,175.0,1
11,28,40,75.0,0
11,29,20,175.0,0
11,30,80,175.0,0
11,31,60,150.0,0
11,32,100,100.0,1
11,33,40,50.0,0
11,34,20,50.0,0
11,35,80,75.0,0
11,36,60,200.0,0
11,37,40,150.0,1
11,38,20,75.0,1
11,39,120,175.0,1
11,40,60,67.5,0
11,41,120,100.0,0
11,42,60,50.0,0
11,43,40,75.0,0
11,44,60,75.0,0
11,45,60,150.0,1
11,46,100,125.0,1
11,47,40,150.0,1
11,48,40,125.0,1
11,49,100,150.0,1
11,50,40,100.0,1
11,51,100,150.0,1
11,52,60,100.0,1
11,53,20,75.0,1
11,54,80,87.5,1
11,55,20,50.0,0
11,56,120,50.0,0
11,57,40,87.5,1
11,58,60,100.0,1
11,59,40,150.0,0
11,60,100,75.0,0
11,61,80,175.0,1
11,62,20,87.5,1
11,63,80,67.5,0
11,64,100,175.0,1
11,65,60,75.0,0
11,66,60,175.0,0
11,67,40,200.0,0
11,68,120,50.0,0
11,69,100,50.0,0
11,70,20,125.0,1
11,71,100,87.5,0
11,72,60,125.0,1
11,73,40,50.0,0
11,74,40,87.5,1
11,75,120,75.0,0
11,76,120,75.0,1
11,77,60,50.0,0
11,78,80,67.5,0
11,79,20,100.0,1
11,80,100,67.5,0
11,81,60,175.0,0
11,82,80,100.0,1
11,83,100,175.0,1
11,84,100,75.0,0
11,85,40,50.0,0
11,86,60,200.0,0
11,87,120,175.0,1
11,88,80,87.5,0
11,89,20,150.0,0
11,90,20,87.5,1
11,91,60,87.5,1
11,92,120,75.0,0
11,93,20,125.0,1
11,94,100,100.0,1
11,95,120,100.0,1
11,96,40,67.5,0
11,97,60,87.5,1
11,98,80,150.0,0
11,99,40,100.0,1
11,100,60,150.0,0
11,101,120,67.5,0
11,102,20,50.0,1
11,103,60,87.5,1
11,104,100,67.5,0
11,105,80,67.5,0
11,106,100,200.0,0
11,107,20,150.0,0
11,108,120,87.5,0
11,109,40,75.0,0
11,110,80,125.0,1
11,111,100,175.0,1
11,112,120,200.0,1
11,113,60,75.0,0
11,114,40,175.0,0
11,115,40,175.0,0
11,116,100,125.0,1
11,117,120,125.0,1
11,118,80,87.5,1
11,119,20,125.0,1
11,120,40,200.0,0
11,121,80,87.5,1
11,122,120,67.5,0
11,123,100,87.5,1
11,124,80,75.0,0
11,125,20,100.0,1
11,126,80,200.0,0
11,127,60,150.0,0
11,128,20,175.0,0
11,129,100,67.5,0
11,130,40,200.0,0
11,131,120,150.0,1
11,132,40,150.0,0
11,133,120,150.0,1
11,134,120,75.0,0
11,135,120,75.0,0
11,136,20,87.5,1
11,137,120,67.5,0
11,138,120,125.0,1
11,139,100,75.0,1
11,140,80,50.0,0
11,141,100,87.5,1
11,142,20,200.0,0
11,143,100,150.0,1
11,144,80,150.0,0
11,145,20,200.0,0
11,146,60,125.0,0
11,147,100,175.0,0
11,148,80,75.0,0
11,149,40,75.0,0
11,150,80,75.0,0
11,151,120,87.5,0
11,152,100,50.0,0
