pid,trial,physicalSize,visualSize,congruent
5,0,120,67.5,1
5,1,40,150.0,1
5,2,120,150.0,1
5,3,80,67.5,1
5,4,40,100.0,1
5,5,80,75.0,1
5,6,120,175.0,1
5,7,100,150.0,1
5,8,60,50.0,0
5,9,60,175.0,0
5,10,20,150.0,1
5,11,100,100.0,1
5,12,80,200.0,1
5,13,80,87.5,1
5,14,80,50.0,0
5,15,80,67.5,1
5,16,120,100.0,1
5,17,20,50.0,0
5,18,100,50.0,0
5,19,40,50.0,0
5,20,60,75.0,1
5,21,20,87.5,1
5,22,20,75.0,1
5,23,40,75.0,0
5,24,60,75.0,1
5,25,120,50.0,0
5,26,80,75.0,1
5,27,20,200.0,0
5,28,60,150.0,1
5,29,20,87.5,1
5,30,80,200.0,0
5,31,80,100.0,1
5,32,60,175.0,0
5,33,100,67.5,0
5,34,20,75.0,1
5,35,80,175.0,0
5,36,100,87.5,1
5,37,40,75.0,0
5,38,120,200.0,1
5,39,120,150.0,1
5,40,40,200.0,1
5,41,60,200.0,0
5,42,100,67.5,0
5,43,40,125.0,1
5,44,80,100.0,1
5,45,100,125.0,1
5,46,20,67.5,1
5,47,100,50.0,0
5,48,120,100.0,1
5,49,20,175.0,0
5,50,60,200.0,0
5,51,20,125.0,1
5,52,80,87.5,1
5,53,120,100.0,1
5,54,40,200.0,0
5,55,100,150.0,1
5,56,120,125.0,1
5,57,20,100.0,1
5,58,80,67.5,1
5,59,120,75.0,1
5,60,100,200.0,1
5,61,20,125.0,1
5,62,20,100.0,1
5,63,40,87.5,1
5,64,20,100.0,1
5,65,60,67.5,1
5,66,100,175.0,1
5,67,120,175.0,1
5,68,100,87.5,1
5,69,80,125.0,1
5,70,60,150.0,1
5,71,20,100.0,1
5,72,20,87.5,1
5,73,80,200.0,1
5,74,100,100.0,1
5,75,40,175.0,1
5,76,100,67.5,0
5,77,20,67.5,1
5,78,40,87.5,1
5,79,20,125.0,1
5,80,120,67.5,1
5,81,100,200.0,1
5,82,40,125.0,1
5,83,60,75.0,1
5,84,120,87.5,1
5,85,20,67.5,1
5,86,80,67.5,1
5,87,60,200.0,0
5,88,60,50.0,0
5,89,120,50.0,0
5,90,40,50.0,0
5,91,120,125.0,1
5,92,100,67.5,1
5,93,60,200.0,0
5,94,120,125.0,1
5,95,80,75.0,1
5,96,80,87.5,1
5,97,120,100.0,1
5,98,40,200.0,0
5,99,20,87.5,1
5,100,80,50.0,0
5,101,100,125.0,1
5,102,60,75.0,1
5,103,100,67.5,1
5,104,40,175.0,0
5,105,100,175.0,1
5,106,40,100.0,1
5,107,120,200.0,1
