pid,trial,physicalSpeed,visualSpeed,congruent
9,0,0.5,0.5,
9,1,0.5,0.5,
9,2,0.5,1.5,
9,3,-1.0,1.5,
9,4,1.0,1.0,
9,5,0.0,0.5,
9,6,-1.0,0.75,
9,7,1.5,1.0,
9,8,-0.5,1.25,
9,9,-0.5,1.5,
9,10,0.5,0.75,
9,11,0.0,1.0,
9,12,1.5,1.25,
9,13,1.0,1.25,
9,14,0.0,1.0,
9,15,-1.0,1.25,
9,16,-0.5,1.0,
9,17,-1.5,1.0,
9,18,1.0,0.5,
9,19,-1.0,0.5,
9,20,0.5,0.5,
9,21,0.5,1.0,
9,22,-0.5,1.5,
9,23,0.0,0.5,
9,24,1.0,1.25,
9,25,0.0,1.25,
9,26,0.5,1.0,
9,27,1.5,0.75,
9,28,-1.5,1.25,
9,29,0.0,1.25,
9,30,1.5,1.0,
9,31,0.0,1.5,
9,32,1.0,0.5,
9,33,-0.5,0.5,
9,34,1.5,1.5,
9,35,0.0,1.5,
9,36,0.0,1.5,
9,37,0.5,1.0,
9,38,1.0,0.5,
9,39,-1.5,0.75,
9,40,-0.5,0.75,
9,41,0.0,1.0,
9,42,0.5,1.25,
9,43,-1.0,0.75,
9,44,-1.5,1.0,
9,45,0.5,1.25,
9,46,-1.5,1.5,
9,47,-1.0,1.0,
9,48,1.5,0.75,
9,49,1.5,1.25,
9,50,-1.5,1.25,
9,51,-1.5,0.5,
9,52,0.5,0.75,
9,53,0.0,1.0,
9,54,1.5,1.5,
9,55,-1.0,1.5,
9,56,0.0,1.0,
9,57,-0.5,0.75,
9,58,1.0,1.0,
9,59,0.0,1.25,
9,60,1.0,1.0,
9,61,-1.0,1.0,
9,62,1.0,1.0,
9,63,1.5,1.5,
9,64,-1.5,0.75,
9,65,-1.5,1.0,
9,66,0.0,0.5,
9,67,1.0,0.75,
9,68,-0.5,0.75,
9,69,1.0,0.75,
9,70,1.0,1.5,
9,71,1.5,1.25,
9,72,0.5,1.5,
9,73,-0.5,1.0,
9,74,-0.5,1.5,
9,75,-1.5,1.5,
9,76,1.0,1.25,
9,77,0.0,0.75,
9,78,0.5,0.75,
9,79,-1.5,0.5,
9,80,-0.5,0.5,
9,81,0.5,1.25,
9,82,-1.0,1.5,
9,83,-1.5,1.0,
9,84,1.5,0.5,
9,85,0.0,1.5,
9,86,-1.5,0.75,
9,87,1.0,1.0,
9,88,1.0,0.5,
9,89,-1.5,0.75,
9,90,0.5,1.25,
9,91,-1.0,1.5,
9,92,-1.0,1.0,
9,93,1.5,1.5,
9,94,1.5,1.0,
9,95,-0.5,0.5,
9,96,-1.0,1.0,
9,97,-1.5,0.5,
9,98,0.5,0.75,
9,99,0.0,1.25,
9,100,0.0,0.5,
9,101,-0.5,0.75,
9,102,1.5,0.75,
9,103,-0.5,1.5,
9,104,1.0,0.75,
9,105,-1.0,0.75,
9,106,-1.0,0.5,
9,107,-0.5,1.0,
9,108,-1.0,0.5,
9,109,1.0,1.25,
9,110,-0.5,0.75,
9,111,-1.0,1.25,
9,112,0.5,0.75,
9,113,1.5,1.0,
9,114,1.0,0.75,
9,115,-1.0,0.5,
9,116,-1.5,0.75,
9,117,-1.0,1.25,
9,118,-0.5,1.5,
9,119,-1.0,0.5,
9,120,-0.5,1.25,
9,121,-1.0,1.5,
9,122,-1.0,0.75,
9,123,0.0,0.75,
9,124,1.0,1.5,
9,125,-1.5,1.5,
9,126,0.5,0.5,
9,127,0.5,1.0,
9,128,-1.5,0.5,
9,129,-1.5,1.25,
9,130,-0.5,1.25,
9,131,1.5,0.5,
9,132,1.0,1.5,
9,133,-0.5,1.0,
9,134,0.0,0.5,
9,135,-1.5,1.25,
9,136,0.5,1.5,
9,137,-1.5,1.25,
9,138,1.0,1.5,
9,139,-0.5,1.25,
9,140,1.0,1.25,
9,141,1.5,0.5,
9,142,0.5,1.5,
9,143,-1.0,1.0,
9,144,0.5,0.5,
9,145,0.0,1.5,
9,146,-1.0,1.25,
9,147,0.0,1.25,
9,148,0.0,0.75,
9,149,1.5,1.5,
9,150,-0.5,1.25,
9,151,1.0,0.5,
9,152,-1.5,1.5,
9,153,1.0,0.75,
9,154,0.0,0.75,
9,155,1.0,1.5,
9,156,1.5,0.5,
9,157,-1.0,1.25,
9,158,-1.5,1.0,
9,159,0.5,1.25,
9,160,1.5,1.25,
9,161,1.5,0.75,
9,162,0.5,1.0,
9,163,0.5,1.5,
9,164,0.0,0.75,
9,165,-1.5,0.5,
9,166,-0.5,0.5,
9,167,-0.5,1.0,
9,168,1.5,1.25,
9,169,-1.0,0.75,
9,170,1.5,1.0,
9,171,1.5,0.75,
9,172,1.5,0.5,
9,173,-0.5,0.5,
9,174,-1.5,1.5,
