pid,trial,physical_speed,visual_end_size,scenario,congruency
8,0,10,100,one-hand,
8,1,40,120,one-hand,
8,2,40,180,one-hand,
8,3,20,120,one-hand,
8,4,0,180,one-hand,
8,5,20,100,one-hand,
8,6,10,160,one-hand,
8,7,10,140,one-hand,
8,8,0,100,one-hand,
8,9,40,120,one-hand,
8,10,0,100,one-hand,
8,11,10,120,one-hand,
8,12,10,180,one-hand,
8,13,10,80,one-hand,
8,14,10,140,one-hand,
8,15,20,100,one-hand,
8,16,40,180,one-hand,
8,17,0,80,one-hand,
8,18,10,100,one-hand,
8,19,20,80,one-hand,
8,20,0,140,one-hand,
8,21,20,80,one-hand,
8,22,10,160,one-hand,
8,23,10,180,one-hand,
8,24,40,100,one-hand,
8,25,0,160,one-hand,
8,26,40,120,one-hand,
8,27,0,120,one-hand,
8,28,40,100,one-hand,
8,29,20,160,one-hand,
8,30,0,160,one-hand,
8,31,40,160,one-hand,
8,32,10,140,one-hand,
8,33,10,160,one-hand,
8,34,10,120,one-hand,
8,35,0,160,one-hand,
8,36,20,140,one-hand,
8,37,20,180,one-hand,
8,38,40,80,one-hand,
8,39,40,140,one-hand,
8,40,40,100,one-hand,
8,41,20,120,one-hand,
8,42,0,80,one-hand,
8,43,10,80,one-hand,
8,44,10,100,one-hand,
8,45,10,140,one-hand,
8,46,20,140,one-hand,
8,47,0,140,one-hand,
8,48,20,140,one-hand,
8,49,20,160,one-hand,
8,50,0,180,one-hand,
8,51,20,160,one-hand,
8,52,40,140,one-hand,
8,53,0,180,one-hand,
8,54,40,120,one-hand,
8,55,0,100,one-hand,
8,56,20,120,one-hand,
8,57,10,100,one-hand,
8,58,40,140,one-hand,
8,59,0,120,one-hand,
8,60,10,120,one-hand,
8,61,0,160,one-hand,
8,62,20,80,one-hand,
8,63,0,180,one-hand,
8,64,0,80,one-hand,
8,65,40,160,one-hand,
8,66,20,100,one-hand,
8,67,0,120,one-hand,
8,68,40,80,one-hand,
8,69,20,180,one-hand,
8,70,40,100,one-hand,
8,71,20,80,one-hand,
8,72,40,140,one-hand,
8,73,20,180,one-hand,
8,74,20,120,one-hand,
8,75,0,80,one-hand,
8,76,10,180,one-hand,
8,77,40,160,one-hand,
8,78,10,80,one-hand,
8,79,40,80,one-hand,
8,80,40,160,one-hand,
8,81,40,80,one-hand,
8,82,10,180,one-hand,
8,83,0,140,one-hand,
8,84,10,160,one-hand,
8,85,20,100,one-hand,
8,86,40,180,one-hand,
8,87,40,180,one-hand,
8,88,0,120,one-hand,
8,89,20,160,one-hand,
8,90,0,140,one-hand,
8,91,20,140,one-hand,
8,92,10,80,one-hand,
8,93,20,180,one-hand,
8,94,10,120,one-hand,
8,95,0,100,one-hand,
8,96,20,160,two-hand,
8,97,10,180,two-hand,
8,98,40,80,two-hand,
8,99,20,120,two-hand,
8,100,0,100,two-hand,
8,101,10,120,two-hand,
8,102,40,100,two-hand,
8,103,10,140,two-hand,
8,104,20,120,two-hand,
8,105,0,140,two-hand,
8,106,10,180,two-hand,
8,107,20,120,two-hand,
8,108,40,120,two-hand,
8,109,40,160,two-hand,
8,110,0,120,two-hand,
8,111,20,80,two-hand,
8,112,10,140,two-hand,
8,113,40,140,two-hand,
8,114,10,160,two-hand,
8,115,10,160,two-hand,
8,116,20,160,two-hand,
8,117,40,140,two-hand,
8,118,0,140,two-hand,
8,119,10,120,two-hand,
8,120,0,160,two-hand,
8,121,0,120,two-hand,
8,122,20,100,two-hand,
8,123,0,80,two-hand,
8,124,40,180,two-hand,
8,125,0,100,two-hand,
8,126,0,140,two-hand,
8,127,10,100,two-hand,
8,128,20,100,two-hand,
8,129,0,120,two-hand,
8,130,10,80,two-hand,
8,131,20,100,two-hand,
8,132,0,180,two-hand,
8,133,0,140,two-hand,
8,134,0,120,two-hand,
8,135,10,120,two-hand,
8,136,0,180,two-hand,
8,137,10,180,two-hand,
8,138,20,80,two-hand,
8,139,10,100,two-hand,
8,140,0,160,two-hand,
8,141,10,80,two-hand,
8,142,10,100,two-hand,
8,143,20,180,two-hand,
8,144,0,100,two-hand,
8,145,40,100,two-hand,
8,146,40,80,two-hand,
8,147,20,140,two-hand,
8,148,0,80,two-hand,
8,149,20,180,two-hand,
8,150,40,160,two-hand,
8,151,10,160,two-hand,
8,152,10,100,two-hand,
8,153,10,80,two-hand,
8,154,40,140,two-hand,
8,155,40,100,two-hand,
8,156,40,120,two-hand,
8,157,0,80,two-hand,
8,158,40,120,two-hand,
8,159,40,180,two-hand,
8,160,10,140,two-hand,
8,161,10,160,two-hand,
8,162,0,100,two-hand,
8,163,20,80,two-hand,
8,164,40,160,two-hand,
8,165,0,80,two-hand,
8,166,10,140,two-hand,
8,167,20,180,two-hand,
8,168,40,100,two-hand,
8,169,20,100,two-hand,
8,170,20,180,two-hand,
8,171,20,140,two-hand,
8,172,40,80,two-hand,
8,173,40,140,two-hand,
8,174,10,120,two-hand,
8,175,0,160,two-hand,
8,176,20,80,two-hand,
8,177,20,160,two-hand,
8,178,40,120,two-hand,
8,179,20,160,two-hand,
8,180,40,160,two-hand,
8,181,0,180,two-hand,
8,182,10,80,two-hand,
8,183,40,180,two-hand,
8,184,20,120,two-hand,
8,185,20,140,two-hand,
8,186,0,180,two-hand,
8,187,0,160,two-hand,
8,188,20,140,two-hand,
8,189,40,180,two-hand,
8,190,10,180,two-hand,
8,191,40,80,two-hand,
