pid,trial,physicalSpeed,visualSpeed,congruent
10,0,1.5,1.0,
10,1,-0.5,0.5,
10,2,0.5,1.5,
10,3,-1.0,1.0,
10,4,1.0,0.5,
10,5,-0.5,1.0,
10,6,0.5,1.25,
10,7,-1.0,1.25,
10,8,1.5,1.0,
10,9,0.5,0.75,
10,10,-0.5,1.5,
10,11,0.0,1.0,
10,12,0.0,1.0,
10,13,1.0,0.75,
10,14,-0.5,0.5,
10,15,-0.5,1.25,
10,16,-1.0,1.0,
10,17,-1.5,1.25,
10,18,-1.0,0.75,
10,19,0.5,1.0,
10,20,-1.5,0.5,
10,21,-0.5,0.75,
10,22,-0.5,1.25,
10,23,0.0,1.25,
10,24,0.0,0.75,
10,25,-1.5,1.25,
10,26,0.5,1.0,
10,27,1.5,1.5,
10,28,1.5,1.0,
10,29,-1.0,0.5,
10,30,-1.0,0.75,
10,31,1.5,0.5,
10,32,-1.0,0.5,
10,33,1.0,0.5,
10,34,1.0,1.25,
10,35,1.0,0.75,
10,36,-0.5,1.5,
10,37,-0.5,1.25,
10,38,0.5,1.25,
10,39,-1.5,0.75,
10,40,-0.5,1.5,
10,41,-1.0,1.5,
10,42,-1.0,1.0,
10,43,1.0,1.25,
10,44,1.5,1.5,
10,45,0.0,1.5,
10,46,-1.5,1.0,
10,47,0.0,1.0,
10,48,1.5,0.5,
10,49,1.5,1.5,
10,50,0.5,1.25,
10,51,-1.0,1.25,
10,52,-0.5,1.25,
10,53,0.0,1.25,
10,54,-1.0,0.75,
10,55,1.0,1.0,
10,56,-1.0,0.5,
10,57,-0.5,0.75,
10,58,1.0,0.5,
10,59,1.5,1.5,
10,60,-0.5,0.75,
10,61,0.5,1.0,
10,62,1.0,1.25,
10,63,-1.5,1.5,
10,64,1.5,1.25,
10,65,-1.5,0.75,
10,66,1.0,0.75,
10,67,-0.5,1.0,
10,68,-0.5,1.0,
10,69,1.5,1.0,
10,70,-1.5,0.5,
10,71,1.0,1.5,
10,72,1.0,1.5,
10,73,-0.5,1.25,
10,74,-1.5,1.5,
10,75,0.5,1.5,
10,76,0.5,1.5,
10,77,-1.5,1.25,
10,78,-1.0,1.0,
10,79,1.5,0.75,
10,80,1.5,1.25,
10,81,-1.0,1.5,
10,82,0.5,0.5,
10,83,-1.5,1.0,
10,84,1.0,1.5,
10,85,1.5,0.75,
10,86,0.5,0.75,
10,87,0.0,0.75,
10,88,1.5,0.5,
10,89,0.0,1.0,
10,90,-1.5,1.5,
10,91,0.0,0.5,
10,92,0.0,1.25,
10,93,-0.5,1.0,
10,94,1.5,1.0,
10,95,1.0,0.75,
10,96,1.5,0.75,
10,97,-0.5,0.75,
10,98,1.5,0.5,
10,99,0.0,1.25,
10,100,-1.5,1.0,
10,101,1.0,1.0,
10,102,0.5,0.75,
10,103,0.5,0.5,
10,104,1.0,1.5,
10,105,1.5,0.5,
10,106,1.5,1.25,
10,107,-1.5,1.5,
10,108,0.0,1.5,
10,109,-1.5,0.75,
10,110,-1.5,1.5,
10,111,1.0,0.5,
10,112,-1.0,1.5,
10,113,1.5,0.75,
10,114,0.5,1.5,
10,115,-1.5,1.25,
10,116,0.0,1.5,
10,117,1.0,1.0,
10,118,-1.5,0.75,
10,119,0.0,0.5,
10,120,-1.0,1.25,
10,121,-1.0,0.5,
10,122,1.5,1.25,
10,123,0.5,1.5,
10,124,-1.5,1.25,
10,125,0.0,0.75,
10,126,0.5,1.25,
10,127,-1.0,0.75,
10,128,1.0,1.0,
10,129,0.5,1.0,
10,130,-0.5,0.5,
10,131,-0.5,0.75,
10,132,-0.5,0.5,
10,133,0.0,1.5,
10,134,0.5,1.0,
10,135,0.0,0.5,
10,136,0.0,1.0,
10,137,1.0,1.25,
10,138,-1.5,0.75,
10,139,-1.0,1.5,
10,140,-1.0,1.0,
10,141,-1.0,1.25,
10,142,1.0,1.25,
10,143,0.5,0.75,
10,144,0.5,0.5,
10,145,-1.0,1.5,
10,146,0.0,1.5,
10,147,-0.5,1.0,
10,148,0.5,0.75,
10,149,1.5,1.5,
10,150,-0.5,1.5,
10,151,0.0,1.25,
10,152,-1.5,0.5,
10,153,1.5,0.75,
10,154,-1.5,0.5,
10,155,1.0,0.75,
10,156,0.5,0.5,
10,157,-1.0,1.25,
10,158,0.5,0.5,
10,159,0.0,0.75,
10,160,0.0,0.75,
10,161,-1.0,0.5,
10,162,-1.5,1.0,
10,163,-1.5,1.0,
10,164,-1.0,0.75,
10,165,1.0,0.5,
10,166,0.0,0.5,
10,167,-0.5,0.5,
10,168,-1.5,0.5,
10,169,1.0,1.5,
10,170,1.5,1.25,
10,171,0.0,0.5,
10,172,1.0,1.0,
10,173,-0.5,1.5,
10,174,0.5,1.25,
