pid,trial,physical_speed,visual_end_size,scenario,congruency
2,0,20,80,one-hand,1
2,1,20,80,one-hand,1
2,2,0,120,one-hand,0
2,3,40,100,one-hand,1
2,4,20,140,one-hand,1
2,5,0,100,one-hand,1
2,6,40,140,one-hand,1
2,7,40,140,one-hand,1
2,8,0,180,one-hand,0
2,9,10,120,one-hand,1
2,10,40,80,one-hand,1
2,11,0,80,one-hand,1
2,12,0,80,one-hand,1
2,13,40,140,one-hand,1
2,14,40,160,one-hand,0
2,15,0,160,one-hand,0
2,16,20,140,one-hand,0
2,17,40,120,one-hand,1
2,18,0,100,one-hand,1
2,19,0,80,one-hand,1
2,20,20,100,one-hand,1
2,21,10,100,one-hand,1
2,22,20,160,one-hand,0
2,23,20,180,one-hand,0
2,24,40,80,one-hand,1
2,25,0,100,one-hand,1
2,26,20,100,one-hand,1
2,27,10,160,one-hand,1
2,28,10,140,one-hand,1
2,29,10,120,one-hand,1
2,30,40,160,one-hand,0
2,31,40,140,one-hand,0
2,32,10,100,one-hand,1
2,33,10,100,one-hand,1
2,34,40,100,one-hand,1
2,35,40,160,one-hand,0
2,36,20,80,one-hand,1
2,37,10,140,one-hand,0
2,38,40,180,one-hand,0
2,39,10,140,one-hand,1
2,40,20,160,one-hand,0
2,41,0,180,one-hand,0
2,42,40,120,one-hand,1
2,43,40,160,one-hand,0
2,44,10,120,one-hand,1
2,45,10,140,one-hand,1
2,46,0,120,one-hand,1
2,47,20,120,one-hand,1
2,48,10,120,one-hand,1
2,49,0,140,one-hand,1
2,50,0,160,one-hand,0
2,51,0,140,one-hand,1
2,52,20,160,one-hand,0
2,53,0,160,one-hand,0
2,54,0,80,one-hand,1
2,55,10,160,one-hand,1
2,56,10,180,one-hand,1
2,57,40,180,one-hand,0
2,58,20,100,one-hand,1
2,59,0,140,one-hand,0
2,60,40,100,one-hand,1
2,61,20,180,one-hand,0
2,62,20,120,one-hand,1
2,63,40,120,one-hand,1
2,64,40,180,one-hand,0
2,65,40,80,one-hand,1
2,66,20,100,one-hand,1
2,67,10,80,one-hand,1
2,68,0,180,one-hand,0
2,69,10,100,one-hand,1
2,70,20,180,one-hand,0
2,71,10,180,one-hand,1
2,72,0,140,one-hand,1
2,73,0,160,one-hand,0
2,74,10,180,one-hand,0
2,75,20,120,one-hand,1
2,76,10,80,one-hand,1
2,77,40,100,one-hand,1
2,78,10,80,one-hand,1
2,79,20,180,one-hand,0
2,80,0,100,one-hand,1
2,81,10,80,one-hand,1
2,82,40,180,one-hand,0
2,83,10,160,one-hand,0
2,84,0,120,one-hand,1
2,85,20,160,one-hand,0
2,86,10,160,one-hand,1
2,87,0,120,one-hand,1
2,88,20,80,one-hand,1
2,89,40,120,one-hand,1
2,90,20,140,one-hand,0
2,91,40,80,one-hand,1
2,92,20,120,one-hand,1
2,93,10,180,one-hand,0
2,94,20,140,one-hand,1
2,95,0,180,one-hand,0
2,96,10,100,two-hand,1
2,97,40,160,two-hand,1
2,98,10,100,two-hand,1
2,99,20,160,two-hand,0
2,100,40,80,two-hand,1
2,101,40,140,two-hand,1
2,102,20,180,two-hand,0
2,103,0,100,two-hand,1
2,104,40,100,two-hand,1
2,105,0,100,two-hand,1
2,106,40,160,two-hand,0
2,107,10,180,two-hand,0
2,108,10,120,two-hand,1
2,109,20,120,two-hand,1
2,110,0,80,two-hand,1
2,111,20,140,two-hand,1
2,112,10,160,two-hand,0
2,113,20,180,two-hand,0
2,114,10,120,two-hand,1
2,115,0,140,two-hand,1
2,116,20,180,two-hand,0
2,117,20,140,two-hand,1
2,118,0,120,two-hand,1
2,119,40,140,two-hand,1
2,120,20,180,two-hand,0
2,121,40,180,two-hand,0
2,122,10,120,two-hand,1
2,123,20,80,two-hand,1
2,124,0,80,two-hand,1
2,125,0,80,two-hand,1
2,126,40,140,two-hand,1
2,127,40,120,two-hand,1
2,128,20,80,two-hand,1
2,129,20,80,two-hand,1
2,130,10,80,two-hand,1
2,131,10,120,two-hand,1
2,132,10,180,two-hand,0
2,133,0,160,two-hand,0
2,134,0,140,two-hand,0
2,135,10,160,two-hand,0
2,136,40,100,two-hand,1
2,137,10,140,two-hand,1
2,138,40,180,two-hand,0
2,139,10,160,two-hand,0
2,140,20,120,two-hand,1
2,141,0,160,two-hand,0
2,142,0,140,two-hand,1
2,143,10,140,two-hand,1
2,144,10,140,two-hand,1
2,145,20,120,two-hand,1
2,146,20,100,two-hand,1
2,147,10,160,two-hand,0
2,148,0,120,two-hand,1
2,149,10,100,two-hand,1
2,150,0,80,two-hand,1
2,151,0,120,two-hand,1
2,152,20,80,two-hand,1
2,153,20,160,two-hand,0
2,154,20,140,two-hand,1
2,155,0,100,two-hand,1
2,156,0,160,two-hand,0
2,157,20,140,two-hand,1
2,158,20,100,two-hand,1
2,159,40,140,two-hand,1
2,160,40,120,two-hand,1
2,161,10,180,two-hand,0
2,162,0,180,two-hand,0
2,163,20,100,two-hand,1
2,164,40,80,two-hand,1
2,165,40,120,two-hand,1
2,166,40,100,two-hand,1
2,167,40,100,two-hand,1
2,168,40,160,two-hand,0
2,169,10,140,two-hand,0
2,170,10,180,two-hand,0
2,171,10,100,two-hand,1
2,172,40,160,two-hand,0
2,173,40,180,two-hand,0
2,174,20,100,two-hand,1
2,175,0,180,two-hand,0
2,176,0,160,two-hand,0
2,177,0,140,two-hand,1
2,178,40,80,two-hand,1
2,179,20,120,two-hand,1
2,180,40,120,two-hand,1
2,181,20,160,two-hand,0
2,182,20,160,two-hand,0
2,183,0,120,two-hand,1
2,184,0,180,two-hand,0
2,185,10,80,two-hand,1
2,186,40,180,two-hand,0
2,187,0,100,two-hand,1
2,188,40,80,two-hand,1
