pid,trial,visualSize,scenario,delayTime,direction,congruency,time,distance
8,0,120,one-hand,0.5,expand,,,
8,1,220,one-hand,0.5,expand,,,
8,2,120,one-hand,0.5,expand,,,
8,3,240,one-hand,0.5,expand,,,
8,4,180,one-hand,0.5,expand,,,
8,5,240,one-hand,0.5,expand,,,
8,6,160,one-hand,0.5,expand,,,
8,7,160,one-hand,0.5,expand,,,
8,8,220,one-hand,0.5,expand,,,
8,9,80,one-hand,0.5,expand,,,
8,10,100,one-hand,0.5,expand,,,
8,11,220,one-hand,0.5,expand,,,
8,12,80,one-hand,0.5,expand,,,
8,13,80,one-hand,0.5,expand,,,
8,14,160,one-hand,0.5,expand,,,
8,15,120,one-hand,0.5,expand,,,
8,16,100,one-hand,0.5,expand,,,
8,17,220,one-hand,0.5,expand,,,
8,18,180,one-hand,0.5,expand,,,
8,19,180,one-hand,0.5,expand,,,
8,20,120,one-hand,0.5,expand,,,
8,21,140,one-hand,0.5,expand,,,
8,22,200,one-hand,0.5,expand,,,
8,23,80,one-hand,0.5,expand,,,
8,24,100,one-hand,0.5,expand,,,
8,25,100,one-hand,0.5,expand,,,
8,26,200,one-hand,0.5,expand,,,
8,27,80,one-hand,0.5,expand,,,
8,28,240,one-hand,0.5,expand,,,
8,29,120,one-hand,0.5,expand,,,
8,30,140,one-hand,0.5,expand,,,
8,31,160,one-hand,0.5,expand,,,
8,32,220,one-hand,0.5,expand,,,
8,33,240,one-hand,0.5,expand,,,
8,34,180,one-hand,0.5,expand,,,
8,35,160,one-hand,0.5,expand,,,
8,36,100,one-hand,0.5,expand,,,
8,37,200,one-hand,0.5,expand,,,
8,38,140,one-hand,0.5,expand,,,
8,39,180,one-hand,0.5,expand,,,
8,40,200,one-hand,0.5,expand,,,
8,41,240,one-hand,0.5,expand,,,
8,42,200,one-hand,0.5,expand,,,
8,43,140,one-hand,0.5,expand,,,
8,44,140,one-hand,0.5,expand,,,
8,45,100,two-hand,0.5,expand,,,
8,46,160,two-hand,0.5,expand,,,
8,47,220,two-hand,0.5,expand,,,
8,48,120,two-hand,0.5,expand,,,
8,49,100,two-hand,0.5,expand,,,
8,50,100,two-hand,0.5,expand,,,
8,51,80,two-hand,0.5,expand,,,
8,52,140,two-hand,0.5,expand,,,
8,53,220,two-hand,0.5,expand,,,
8,54,180,two-hand,0.5,expand,,,
8,55,80,two-hand,0.5,expand,,,
8,56,200,two-hand,0.5,expand,,,
8,57,200,two-hand,0.5,expand,,,
8,58,200,two-hand,0.5,expand,,,
8,59,240,two-hand,0.5,expand,,,
8,60,80,two-hand,0.5,expand,,,
8,61,240,two-hand,0.5,expand,,,
8,62,220,two-hand,0.5,expand,,,
8,63,180,two-hand,0.5,expand,,,
8,64,100,two-hand,0.5,expand,,,
8,65,240,two-hand,0.5,expand,,,
8,66,120,two-hand,0.5,expand,,,
8,67,140,two-hand,0.5,expand,,,
8,68,160,two-hand,0.5,expand,,,
8,69,160,two-hand,0.5,expand,,,
8,70,180,two-hand,0.5,expand,,,
8,71,120,two-hand,0.5,expand,,,
8,72,200,two-hand,0.5,expand,,,
8,73,80,two-hand,0.5,expand,,,
8,74,220,two-hand,0.5,expand,,,
8,75,220,two-hand,0.5,expand,,,
8,76,180,two-hand,0.5,expand,,,
8,77,80,two-hand,0.5,expand,,,
8,78,240,two-hand,0.5,expand,,,
8,79,200,two-hand,0.5,expand,,,
8,80,160,two-hand,0.5,expand,,,
8,81,120,two-hand,0.5,expand,,,
8,82,160,two-hand,0.5,expand,,,
8,83,140,two-hand,0.5,expand,,,
8,84,140,two-hand,0.5,expand,,,
8,85,100,two-hand,0.5,expand,,,
8,86,240,two-hand,0.5,expand,,,
8,87,180,two-hand,0.5,expand,,,
8,88,140,two-hand,0.5,expand,,,
8,89,120,two-hand,0.5,expand,,,
