pid,trial,physicalSpeed,visualSpeed,congruent
5,0,0.0,0.75,
5,1,-0.5,0.5,
5,2,1.5,1.25,
5,3,-1.5,1.0,
5,4,0.5,1.25,
5,5,-1.0,1.5,
5,6,1.0,0.5,
5,7,1.0,0.75,
5,8,-1.5,0.5,
5,9,1.0,1.5,
5,10,0.0,0.5,
5,11,-0.5,1.0,
5,12,-1.5,1.5,
5,13,1.0,0.5,
5,14,-0.5,0.75,
5,15,1.5,0.75,
5,16,-1.5,0.75,
5,17,-0.5,1.0,
5,18,-1.5,1.25,
5,19,-1.5,1.0,
5,20,1.0,1.5,
5,21,0.5,1.25,
5,22,-0.5,0.75,
5,23,1.5,0.5,
5,24,-1.0,0.5,
5,25,0.0,0.75,
5,26,-1.0,0.75,
5,27,0.0,0.75,
5,28,1.0,0.75,
5,29,0.5,0.5,
5,30,0.0,0.5,
5,31,0.0,1.5,
5,32,-1.0,0.5,
5,33,1.0,0.5,
5,34,1.5,0.75,
5,35,0.0,1.0,
5,36,1.0,1.0,
5,37,0.0,1.0,
5,38,-1.0,0.75,
5,39,1.5,0.5,
5,40,-1.5,0.5,
5,41,-0.5,1.5,
5,42,-0.5,1.5,
5,43,-1.5,0.75,
5,44,-0.5,0.5,
5,45,-1.5,1.5,
5,46,0.0,1.0,
5,47,-0.5,1.5,
5,48,0.0,0.5,
5,49,-1.0,0.5,
5,50,-0.5,1.25,
5,51,1.5,1.5,
5,52,1.5,0.5,
5,53,0.0,1.5,
5,54,-1.5,0.5,
5,55,-1.5,1.0,
5,56,-1.0,1.0,
5,57,-0.5,1.5,
5,58,0.5,1.0,
5,59,-0.5,1.25,
5,60,0.0,1.25,
5,61,-0.5,0.5,
5,62,0.5,0.75,
5,63,0.5,1.25,
5,64,1.5,1.25,
5,65,-1.0,0.75,
5,66,1.0,0.75,
5,67,-1.5,0.5,
5,68,0.5,1.0,
5,69,0.0,1.5,
5,70,1.0,0.5,
5,71,1.0,1.5,
5,72,-1.5,1.5,
5,73,-1.0,1.5,
5,74,-1.5,0.5,
5,75,1.5,0.75,
5,76,-1.0,1.25,
5,77,1.5,1.25,
5,78,-1.0,1.25,
5,79,0.5,1.0,
5,80,0.0,1.25,
5,81,-1.5,1.25,
5,82,-0.5,1.25,
5,83,-1.5,0.75,
5,84,1.0,1.0,
5,85,-0.5,1.0,
5,86,1.5,1.0,
5,87,1.5,1.0,
5,88,-0.5,1.0,
5,89,0.0,1.5,
5,90,0.0,1.0,
5,91,0.5,0.75,
5,92,0.0,0.75,
5,93,-1.5,0.75,
5,94,-1.5,1.25,
5,95,-0.5,0.5,
5,96,-1.0,0.5,
5,97,1.5,1.5,
5,98,-1.0,0.75,
5,99,0.5,1.0,
5,100,0.5,1.25,
5,101,0.5,0.5,
5,102,-1.5,1.0,
5,103,0.0,0.5,
5,104,0.5,0.5,
5,105,0.0,0.75,
5,106,1.0,1.25,
5,107,-1.5,1.25,
5,108,0.5,0.75,
5,109,1.0,1.0,
5,110,0.0,1.25,
5,111,-1.0,1.5,
5,112,-1.0,1.25,
5,113,1.5,0.75,
5,114,1.5,1.5,
5,115,0.0,1.25,
5,116,0.0,1.25,
5,117,1.5,1.0,
5,118,-1.0,1.5,
5,119,0.5,1.5,
5,120,0.5,1.25,
5,121,-0.5,0.75,
5,122,1.0,1.25,
5,123,-1.5,1.25,
5,124,1.5,1.0,
5,125,-1.0,1.5,
5,126,0.5,1.5,
5,127,-1.0,1.25,
5,128,1.0,1.0,
5,129,0.0,1.0,
5,130,-1.0,0.5,
5,131,1.0,1.25,
5,132,0.0,0.5,
5,133,-1.0,1.0,
5,134,-0.5,0.75,
5,135,-1.5,1.5,
5,136,-1.0,0.75,
5,137,0.5,1.5,
5,138,0.5,0.75,
5,139,1.5,1.25,
5,140,-1.0,1.0,
5,141,1.5,0.5,
5,142,1.0,1.5,
5,143,-1.0,1.25,
5,144,0.5,0.75,
5,145,1.0,0.5,
5,146,-0.5,1.0,
5,147,0.5,1.5,
5,148,1.0,1.25,
5,149,1.5,0.5,
5,150,1.5,1.5,
5,151,-1.0,1.0,
5,152,1.0,0.75,
5,153,0.0,1.5,
5,154,1.0,1.25,
5,155,-1.0,1.0,
5,156,-0.5,1.5,
5,157,1.5,1.5,
5,158,-1.5,1.0,
5,159,-0.5,1.25,
5,160,1.5,1.25,
5,161,-1.5,0.75,
5,162,1.0,0.75,
5,163,-0.5,1.25,
5,164,-1.5,1.5,
5,165,1.0,1.0,
5,166,1.5,0.75,
5,167,-0.5,0.75,
5,168,0.5,1.5,
5,169,-0.5,0.5,
5,170,0.5,0.5,
5,171,0.5,0.5,
5,172,0.5,1.0,
5,173,1.0,1.5,
5,174,1.5,1.0,
