pid,trial,visualSize,scenario,delayTime,direction,congruency,time,distance
9,0,25,one-hand,0.5,shrink,,,
9,1,30,one-hand,0.5,shrink,,,
9,2,25,one-hand,0.5,shrink,,,
9,3,40,one-hand,0.5,shrink,,,
9,4,20,one-hand,0.5,shrink,,,
9,5,20,one-hand,0.5,shrink,,,
9,6,45,one-hand,0.5,shrink,,,
9,7,55,one-hand,0.5,shrink,,,
9,8,30,one-hand,0.5,shrink,,,
9,9,25,one-hand,0.5,shrink,,,
9,10,50,one-hand,0.5,shrink,,,
9,11,20,one-hand,0.5,shrink,,,
9,12,60,one-hand,0.5,shrink,,,
9,13,50,one-hand,0.5,shrink,,,
9,14,50,one-hand,0.5,shrink,,,
9,15,45,one-hand,0.5,shrink,,,
9,16,35,one-hand,0.5,shrink,,,
9,17,50,one-hand,0.5,shrink,,,
9,18,45,one-hand,0.5,shrink,,,
9,19,40,one-hand,0.5,shrink,,,
9,20,35,one-hand,0.5,shrink,,,
9,21,35,one-hand,0.5,shrink,,,
9,22,40,one-hand,0.5,shrink,,,
9,23,45,one-hand,0.5,shrink,,,
9,24,30,one-hand,0.5,shrink,,,
9,25,60,one-hand,0.5,shrink,,,
9,26,20,one-hand,0.5,shrink,,,
9,27,55,one-hand,0.5,shrink,,,
9,28,60,one-hand,0.5,shrink,,,
9,29,45,one-hand,0.5,shrink,,,
9,30,30,one-hand,0.5,shrink,,,
9,31,60,one-hand,0.5,shrink,,,
9,32,55,one-hand,0.5,shrink,,,
9,33,35,one-hand,0.5,shrink,,,
9,34,20,one-hand,0.5,shrink,,,
9,35,25,one-hand,0.5,shrink,,,
9,36,55,one-hand,0.5,shrink,,,
9,37,55,one-hand,0.5,shrink,,,
9,38,35,one-hand,0.5,shrink,,,
9,39,40,one-hand,0.5,shrink,,,
9,40,50,one-hand,0.5,shrink,,,
9,41,30,one-hand,0.5,shrink,,,
9,42,25,one-hand,0.5,shrink,,,
9,43,60,one-hand,0.5,shrink,,,
9,44,40,one-hand,0.5,shrink,,,
9,45,50,two-hand,0.5,shrink,,,
9,46,40,two-hand,0.5,shrink,,,
9,47,55,two-hand,0.5,shrink,,,
9,48,60,two-hand,0.5,shrink,,,
9,49,20,two-hand,0.5,shrink,,,
9,50,40,two-hand,0.5,shrink,,,
9,51,30,two-hand,0.5,shrink,,,
9,52,25,two-hand,0.5,shrink,,,
9,53,25,two-hand,0.5,shrink,,,
9,54,25,two-hand,0.5,shrink,,,
9,55,55,two-hand,0.5,shrink,,,
9,56,30,two-hand,0.5,shrink,,,
9,57,20,two-hand,0.5,shrink,,,
9,58,25,two-hand,0.5,shrink,,,
9,59,60,two-hand,0.5,shrink,,,
9,60,30,two-hand,0.5,shrink,,,
9,61,60,two-hand,0.5,shrink,,,
9,62,50,two-hand,0.5,shrink,,,
9,63,45,two-hand,0.5,shrink,,,
9,64,50,two-hand,0.5,shrink,,,
9,65,35,two-hand,0.5,shrink,,,
9,66,30,two-hand,0.5,shrink,,,
9,67,45,two-hand,0.5,shrink,,,
9,68,35,two-hand,0.5,shrink,,,
9,69,60,two-hand,0.5,shrink,,,
9,70,60,two-hand,0.5,shrink,,,
9,71,20,two-hand,0.5,shrink,,,
9,72,30,two-hand,0.5,shrink,,,
9,73,25,two-hand,0.5,shrink,,,
9,74,50,two-hand,0.5,shrink,,,
9,75,40,two-hand,0.5,shrink,,,
9,76,20,two-hand,0.5,shrink,,,
9,77,55,two-hand,0.5,shrink,,,
9,78,40,two-hand,0.5,shrink,,,
9,79,50,two-hand,0.5,shrink,,,
9,80,40,two-hand,0.5,shrink,,,
9,81,55,two-hand,0.5,shrink,,,
9,82,45,two-hand,0.5,shrink,,,
9,83,45,two-hand,0.5,shrink,,,
9,84,35,two-hand,0.5,shrink,,,
9,85,20,two-hand,0.5,shrink,,,
9,86,45,two-hand,0.5,shrink,,,
9,87,55,two-hand,0.5,shrink,,,
9,88,35,two-hand,0.5,shrink,,,
9,89,35,two-hand,0.5,shrink,,,
